,disable-inlining,max-memory-inhibit,klee-call-optimisation,use-construct-hash-stp,use-visitor-hash,equality-substitution,check-overshift,check-div-zero,use-branch-cache,use-independent-solver,use-call-paths,use-cex-cache,use-forked-solver,watchdog,const-array-opt,zero-seed-extension,warnings-only-to-file,smtlib-human-readable,warn-all-external-symbols,use-iterative-deepening-time-search,cex-cache-exp,all-external-warnings,readable-posix-inputs,return-null-on-zero-malloc,emit-all-errors,solver-optimize-divides,cex-cache-try-all,simplify-sym-indices,named-seed-matching,disable-verify,track-instruction-time,silent-klee-assume,suppress-external-warnings,cex-cache-superset,verify-each,max-memory,max-stack-frames,max-forks,max-sym-array-size,max-depth,batch-instructions,redzone-size,seed-time,max-solver-time,batch-time,uncovered-update-interval,max-static-fork-pct,max-static-solve-pct,max-static-cpfork-pct,max-static-cpsolve-pct,array-value-symb-ratio,array-value-ratio,search,switch-type,smtlib-display-constants,smtlib-abbreviation-mode,seed-file,sym-arg,sym-files,sym-stdin,Coverage,Accumulated Coverage
12,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,3251,6877,7860,2136,9514,5855,10,4s,9s,5s,81s,0.114476198,0.05686583123,0.8047712843,0.8145742621,0.09258324957,0.9374577374,bfs,internal,bin,none,8,48,2 16,27,1929,2309
13,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,2469,4047,4361,1227,6221,2610,5,3s,13s,2s,18s,0.2991057777,0.6085242282,0.4350764667,0.7013053238,0.04864593867,0.2086927584,nurs:icnt,internal,hex,named,10,41,1 26,13,1923,2346
14,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,4207,6385,8235,2940,14087,3730,6,4s,9s,5s,40s,0.415845249,0.5902796054,0.5813120048,0.5410503837,0.6527519571,0.0224293208,nurs:rp,internal,bin,let,10,51,2 23,17,1542,2346
15,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,1674,3967,3689,1898,4239,2708,5,3s,10s,1s,18s,0.8274399339,0.6462725506,0.1338204904,0.491140156,0.5487359924,0.961941407,nurs:icnt,internal,hex,let,6,29,1 18,17,1619,2367
16,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,3437,8584,6076,3661,8932,5295,7,6s,15s,2s,24s,0.1359374413,0.1057300826,0.3329767957,0.7221225044,0.11621363,0.06987388987,random-state,simple,hex,named,2,47,1 18,21,1953,2384
17,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1771,8371,2264,2263,5496,3220,7,2s,9s,2s,12s,0.4996696233,0.01609602536,0.7704655822,0.2492531434,0.5929149736,0.4287137992,random-state,simple,dec,named,2,15,2 25,13,1531,2384
18,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,3533,10306,4790,5016,9738,6448,10,3s,19s,3s,19s,0.4377437127,0.6876859645,0.02010976483,0.8952407278,0.4776151624,0.4816077262,dfs,internal,dec,none,6,41,2 28,22,1512,2384
19,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,3336,5850,3078,2186,4049,3220,8,3s,12s,3s,10s,0.9229420622,0.6321944107,0.9291044214,0.3139821969,0.7592227562,0.6688188254,random-state,internal,hex,let,4,41,2 27,12,2093,2398
20,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,4813,12137,6075,3389,7129,4048,14,3s,26s,6s,23s,0.3901060255,0.9336613253,0.6671352474,0.8800010797,0.6760192019,0.4922021165,nurs:icnt,llvm,hex,none,5,49,2 5,23,1547,2398
21,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,2399,3461,2763,1698,2582,2622,8,5s,6s,3s,5s,0.2638958227,0.5548860034,0.3882988704,0.151171897,0.9166109064,0.5138267192,nurs:rp,internal,dec,none,2,34,2 19,9,1615,2398
22,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,4946,7879,4487,3277,4725,4740,10,3s,18s,9s,10s,0.04345204384,0.5584760784,0.3463943918,0.3266333611,0.004711569851,0.2440402962,nurs:qc,llvm,hex,named,10,56,2 2,15,1570,2398
23,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1366,1827,3648,2681,1786,4302,7,3s,13s,5s,3s,0.8707256479,0.05414220359,0.5182840612,0.9294267607,0.1644933575,0.1867767527,nurs:icnt,llvm,hex,let,1,38,2 1,9,1612,2398
24,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,3590,4767,6160,3480,3088,6334,14,4s,23s,11s,7s,0.7598478859,0.8715646226,0.3579111114,0.0551957251,0.1675222079,0.827000478,bfs,simple,dec,none,1,67,1 10,13,2301,2454
25,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3432,3764,4176,3119,1384,5697,10,4s,19s,7s,5s,0.8124494056,0.5154074466,0.8748698611,0.4876974597,0.6110953901,0.9086669594,nurs:cpicnt,simple,dec,none,7,21,2 4,8,1624,2454
26,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,3678,5122,7829,3977,2631,8744,19,5s,33s,16s,10s,0.2441710339,0.2752590942,0.3145436711,0.5221304255,0.7932644539,0.8509212021,random-path,llvm,bin,let,8,42,2 22,13,1591,2454
27,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2454,2847,2746,3529,1050,3322,9,3s,26s,11s,4s,0.6965371811,0.4537795502,0.8831086397,0.3428784449,0.1685829552,0.5497172597,nurs:md2u,internal,hex,named,9,42,1 11,12,1544,2454
28,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,4918,5400,4917,4805,1831,7005,15,5s,48s,22s,6s,0.5778540347,0.2628842203,0.928066131,0.5599465538,0.9770519926,0.1450609802,bfs,internal,bin,named,9,62,1 20,18,2124,2491
29,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1376,3331,2928,3812,1754,4912,14,4s,38s,19s,4s,0.05080140513,0.2945542983,0.9565716244,0.9366333414,0.6807455509,0.9909026327,nurs:cpicnt,llvm,dec,none,2,37,2 30,10,2032,2492
30,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,3240,7037,6126,5990,2736,9301,19,6s,48s,25s,6s,0.5047753576,0.8131430014,0.6802529275,0.7256682711,0.7904987085,0.1537133656,random-state,simple,bin,named,9,89,2 30,24,1587,2492
31,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,3086,1899,1535,3290,2094,4784,13,3s,24s,10s,3s,0.4534770419,0.7137542634,0.4824830221,0.2534511239,0.8696079655,0.8081362108,dfs,simple,dec,none,6,25,2 5,9,1585,2495
32,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,3909,3762,3798,4202,3249,10380,25,4s,50s,23s,5s,0.8852708356,0.4901503461,0.04222971996,0.5114156432,0.8114953717,0.3233431323,nurs:depth,internal,dec,let,1,51,1 21,11,1590,2495
33,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,2846,1537,3636,3448,2720,9905,12,2s,18s,17s,3s,0.5419287999,0.7944810303,0.6290991579,0.4612275067,0.4440815995,0.3241141679,dfs,llvm,hex,let,3,18,2 1,8,1917,2495
34,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,3572,2377,5435,4916,4135,15240,18,5s,29s,25s,4s,0.756419578,0.6775429551,0.5507342182,0.8186307223,0.1059724775,0.1031269566,nurs:icnt,llvm,hex,named,5,35,2 17,10,2052,2503
35,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,2975,1018,5419,3684,1449,14485,9,5s,18s,16s,3s,0.1759830578,0.1034359407,0.9492139589,0.05880710266,0.8474386349,0.896781357,nurs:depth,llvm,hex,none,7,31,2 5,5,0,2503
36,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,4988,2144,7762,5756,3478,19399,17,7s,25s,33s,5s,0.3094899449,0.4074576684,0.1125033799,0.0962355818,0.7799457706,0.248184373,nurs:rp,llvm,bin,named,5,39,2 21,12,2261,2586
37,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,3889,1913,3951,2947,2645,17496,16,6s,19s,18s,3s,0.6023057755,0.8682209742,0.7098463574,0.4584572086,0.1023794891,0.6535841563,nurs:rp,llvm,bin,named,2,20,2 27,10,2396,2665
38,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,7152,2581,9210,8193,4299,25250,20,7s,33s,39s,7s,0.9079221359,0.7010306308,0.09954870578,0.4381126784,0.7245051183,0.4072629045,nurs:depth,llvm,hex,let,6,47,2 13,18,0,2665
39,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,3428,1151,2952,1777,1701,9890,14,4s,13s,11s,3s,0.7064779298,0.1488092087,0.09157272814,0.1361566137,0.08745056186,0.5509292596,nurs:covnew,llvm,dec,let,7,14,1 10,5,0,2665
40,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,4432,2827,5869,3410,3175,23851,19,6s,24s,19s,4s,0.5385700126,0.6539566656,0.1627213718,0.06399436357,0.3187287992,0.2636726811,nurs:cpicnt,internal,hex,none,8,20,1 5,13,2260,2704
41,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,3878,2427,4906,3361,2508,19028,18,6s,24s,13s,3s,0.3642503886,0.04874544042,0.7444319104,0.8779434637,0.07201456956,0.9552001857,nurs:depth,simple,bin,none,10,18,1 25,10,1692,2704
42,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,6308,3529,7231,4807,3821,31227,19,7s,46s,25s,5s,0.76959599,0.1236399057,0.0910337884,0.05634173482,0.2559145665,0.9503060096,nurs:icnt,simple,hex,named,3,28,1 26,17,1773,2704
43,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,4251,1870,2556,3779,2434,20792,12,4s,23s,24s,2s,0.9352240768,0.5136306173,0.1189927848,0.8062013507,0.9385995953,0.2852900744,bfs,internal,bin,none,7,26,1 4,8,2290,2704
44,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,6608,2849,5273,5529,5502,36238,23,9s,28s,31s,3s,0.05250250178,0.6314468357,0.1774023253,0.3537039621,0.4990756318,0.4849998342,nurs:cpicnt,simple,hex,named,7,35,2 25,14,1774,2704
45,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,3624,1521,4585,2545,1299,13913,13,4s,22s,15s,2s,0.5358399329,0.5516982078,0.1605099027,0.8138270505,0.1357836789,0.4679228304,random-state,internal,bin,let,7,30,2 10,13,2190,2706
46,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,4458,2046,6042,4494,2564,29329,28,6s,31s,29s,2s,0.5669079415,0.06162301506,0.1847916498,0.6569330929,0.005281019161,0.1352874856,nurs:cpicnt,llvm,hex,let,9,35,1 16,20,2204,2707
